OBJECTID,COUNTRY,ISO3,ISO2,ADM1_NAME,ADM1_CODE,ADM1_ID,ADM1_Type,ADM2_NAME,ADM2_CODE,ADM2_ID,ADM2_Type,ADM3_NAME,ADM3_CODE,ADM3_ID,ADM3_Type,Latitude,Longitude
184996,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,South Lunzu Ward,MW31532,32,Traditional Area,-15.73268766,35.05409933
184997,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Mapanga Ward,MW31533,33,Traditional Area,-15.75019003,35.09580543
184998,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Nkolokoti Ward,MW31534,34,Traditional Area,-15.78430669,35.06663645
184999,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Ndirande Matope Ward,MW31535,35,Traditional Area,-15.77850786,35.04833698
185000,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Ndirande Makata Ward,MW31536,36,Traditional Area,-15.76481874,35.04367997
185001,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Ndirande Gamulani Ward,MW31537,37,Traditional Area,-15.75494256,35.03754053
185002,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Nyambadwe Ward,MW31538,38,Traditional Area,-15.76743296,35.02192482
185003,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Mbayani Ward,MW31539,39,Traditional Area,-15.77043173,35.00469962
185004,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Chilomoni Ward,MW31540,40,Traditional Area,-15.7612377,34.98240455
185005,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Blantyre City Centre Ward,MW31541,41,Traditional Area,-15.79264395,34.99308628
185006,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Namalimwe Ward,MW31542,42,Traditional Area,-15.78984989,35.02753572
185007,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Limbe Central Ward,MW31543,43,Traditional Area,-15.80818199,35.05969461
185008,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Mzedi Ward,MW31544,44,Traditional Area,-15.81118324,35.10292047
185009,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Bangwe Ward,MW31545,45,Traditional Area,-15.82825037,35.08859655
185010,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Bangwe Mthandizi Ward,MW31546,46,Traditional Area,-15.82122789,35.07215034
185011,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Soche East Ward,MW31547,47,Traditional Area,-15.80879819,35.0227626
185012,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Blantyre South Ward,MW31548,48,Traditional Area,-15.80756498,34.99755005
185013,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Green Corner Ward,MW31549,49,Traditional Area,-15.8328626,34.99409022
185014,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Soche West Ward,MW31550,50,Traditional Area,-15.83181768,35.02251608
185015,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Namiyango Ward,MW31551,51,Traditional Area,-15.83961213,35.08265692
185016,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Chigumula Ward,MW31552,52,Traditional Area,-15.86767379,35.07830043
185017,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Misesa Ward,MW31553,53,Traditional Area,-15.84127708,35.04702068
